S1,action,reward,S2
"[0.01, 0, 0.08333333333333337, 2.020833333333332, False]",1,0,"[0.01, 0, 0.07500000000000004, 1.999999999999999, False]"
"[0.01, 0, 0.07500000000000004, 1.999999999999999, False]",1,0,"[0.02, 0, 0.06666666666666671, 1.9791666666666656, False]"
"[0.02, 0, 0.06666666666666671, 1.9791666666666656, False]",1,0,"[0.03, 0, 0.058333333333333376, 1.9583333333333324, False]"
"[0.03, 0, 0.058333333333333376, 1.9583333333333324, False]",1,0,"[0.03, 0, 0.050000000000000044, 1.9374999999999991, False]"
"[0.03, 0, 0.050000000000000044, 1.9374999999999991, False]",1,0,"[0.04, 0, 0.04166666666666671, 1.9166666666666659, False]"
"[0.04, 0, 0.04166666666666671, 1.9166666666666659, False]",1,0,"[0.04, 0, 0.03333333333333338, 1.8958333333333326, False]"
"[0.04, 0, 0.03333333333333338, 1.8958333333333326, False]",1,0,"[0.04, 0, 0.02500000000000005, 1.8749999999999993, False]"
"[0.04, 0, 0.02500000000000005, 1.8749999999999993, False]",1,0,"[0.04, 0, 0.01666666666666672, 1.854166666666666, False]"
"[0.04, 0, 0.01666666666666672, 1.854166666666666, False]",1,0,"[0.04, 0, 0.008333333333333385, 1.8333333333333328, False]"
"[0.04, 0, 0.008333333333333385, 1.8333333333333328, False]",1,0,"[0.04, 0, 5.204170427930421e-17, 1.8124999999999996, False]"
"[0.04, 0, 5.204170427930421e-17, 1.8124999999999996, False]",1,0,"[0.05, 0, -0.008333333333333281, 1.7916666666666663, False]"
"[0.05, 0, -0.008333333333333281, 1.7916666666666663, False]",1,0,"[0.04, 0, -0.016666666666666614, 1.770833333333333, False]"
"[0.04, 0, -0.016666666666666614, 1.770833333333333, False]",1,0,"[0.05, 0, -0.024999999999999946, 1.7499999999999998, False]"
"[0.05, 0, -0.024999999999999946, 1.7499999999999998, False]",1,0,"[0.04, 0, -0.03333333333333328, 1.7291666666666665, False]"
"[0.04, 0, -0.03333333333333328, 1.7291666666666665, False]",1,0,"[0.05, 0, -0.04166666666666661, 1.7083333333333333, False]"
"[0.05, 0, -0.04166666666666661, 1.7083333333333333, False]",1,0,"[0.04, 0, -0.04999999999999994, 1.6875, False]"
"[0.04, 0, -0.04999999999999994, 1.6875, False]",1,0,"[0.04, 0, -0.05833333333333327, 1.6666666666666667, False]"
"[0.04, 0, -0.05833333333333327, 1.6666666666666667, False]",1,0,"[0.04, 0, -0.06666666666666661, 1.6458333333333335, False]"
"[0.04, 0, -0.06666666666666661, 1.6458333333333335, False]",1,0,"[0.04, 0, -0.07499999999999994, 1.6250000000000002, False]"
"[0.04, 0, -0.07499999999999994, 1.6250000000000002, False]",1,0,"[0.04, 0, -0.08333333333333327, 1.604166666666667, False]"
"[0.04, 0, -0.08333333333333327, 1.604166666666667, False]",1,0,"[0.04, 0, -0.0916666666666666, 1.5833333333333337, False]"
"[0.04, 0, -0.0916666666666666, 1.5833333333333337, False]",2,0,"[0.04, 0, -0.29166666666666663, 1.0833333333333337, False]"
"[0.04, 0, -0.29166666666666663, 1.0833333333333337, False]",1,0,"[0.04, 0, -0.3, 1.0625000000000004, False]"
"[0.04, 0, -0.3, 1.0625000000000004, False]",1,0,"[0.04, 0, -0.30833333333333335, 1.0416666666666672, False]"
"[0.04, 0, -0.30833333333333335, 1.0416666666666672, False]",3,0,"[0.01, 0, -0.10833333333333334, 1.5416666666666672, False]"
"[0.01, 0, -0.10833333333333334, 1.5416666666666672, False]",1,0,"[0.04, 0, -0.11666666666666667, 1.520833333333334, False]"
"[0.04, 0, -0.11666666666666667, 1.520833333333334, False]",0,5,"[0.01, 0, -0.10833333333333334, 1.5416666666666672, False]"
"[0.01, 0, -0.10833333333333334, 1.5416666666666672, False]",1,0,"[0.02, 0, -0.11666666666666667, 1.520833333333334, False]"
"[0.02, 0, -0.11666666666666667, 1.520833333333334, False]",1,0,"[0.02, 0, -0.125, 1.5000000000000007, False]"
"[0.02, 0, -0.125, 1.5000000000000007, False]",1,0,"[0.02, 0, -0.13333333333333333, 1.4791666666666674, False]"
"[0.02, 0, -0.13333333333333333, 1.4791666666666674, False]",1,0,"[0.02, 0, -0.14166666666666666, 1.4583333333333341, False]"
"[0.02, 0, -0.14166666666666666, 1.4583333333333341, False]",1,0,"[0.02, 0, -0.15, 1.4375000000000009, False]"
"[0.02, 0, -0.15, 1.4375000000000009, False]",1,0,"[0.03, 0, -0.15833333333333333, 1.4166666666666676, False]"
"[0.03, 0, -0.15833333333333333, 1.4166666666666676, False]",1,0,"[0.03, 0, -0.16666666666666666, 1.3958333333333344, False]"
"[0.03, 0, -0.16666666666666666, 1.3958333333333344, False]",1,0,"[0.03, 0, -0.175, 1.375000000000001, False]"
"[0.03, 0, -0.175, 1.375000000000001, False]",1,0,"[0.03, 0, -0.18333333333333332, 1.3541666666666679, False]"
"[0.03, 0, -0.18333333333333332, 1.3541666666666679, False]",1,0,"[0.02, 0, -0.19166666666666665, 1.3333333333333346, False]"
"[0.02, 0, -0.19166666666666665, 1.3333333333333346, False]",3,0,"[0.05, 0, 0.00833333333333336, 1.8333333333333346, False]"
"[0.05, 0, 0.00833333333333336, 1.8333333333333346, False]",1,0,"[0.02, 0, 2.6020852139652106e-17, 1.8125000000000013, False]"
"[0.02, 0, 2.6020852139652106e-17, 1.8125000000000013, False]",2,0,"[0.13, 0, -0.19999999999999998, 1.3125000000000013, False]"
"[0.13, 0, -0.19999999999999998, 1.3125000000000013, False]",4,0,"[0.13, 1, -0.19999999999999998, 1.3125000000000013, False]"
"[0.13, 1, -0.19999999999999998, 1.3125000000000013, False]",1,0,"[0.04, 1, -0.19999999999999998, 1.291666666666668, False]"
"[0.04, 1, -0.19999999999999998, 1.291666666666668, False]",1,0,"[0.04, 1, -0.19999999999999998, 1.2708333333333348, False]"
"[0.04, 1, -0.19999999999999998, 1.2708333333333348, False]",1,0,"[0.05, 1, -0.19999999999999998, 1.2500000000000016, False]"
"[0.05, 1, -0.19999999999999998, 1.2500000000000016, False]",1,0,"[0.05, 1, -0.19999999999999998, 1.2291666666666683, False]"
"[0.05, 1, -0.19999999999999998, 1.2291666666666683, False]",1,0,"[0.05, 1, -0.19999999999999998, 1.208333333333335, False]"
"[0.05, 1, -0.19999999999999998, 1.208333333333335, False]",1,0,"[0.05, 1, -0.19999999999999998, 1.1875000000000018, False]"
"[0.05, 1, -0.19999999999999998, 1.1875000000000018, False]",1,0,"[0.05, 1, -0.19999999999999998, 1.1666666666666685, False]"
"[0.05, 1, -0.19999999999999998, 1.1666666666666685, False]",1,0,"[0.06, 1, -0.19999999999999998, 1.1458333333333353, False]"
"[0.06, 1, -0.19999999999999998, 1.1458333333333353, False]",1,0,"[0.06, 1, -0.19999999999999998, 1.125000000000002, False]"
"[0.06, 1, -0.19999999999999998, 1.125000000000002, False]",1,0,"[0.06, 1, -0.19999999999999998, 1.1041666666666687, False]"
"[0.06, 1, -0.19999999999999998, 1.1041666666666687, False]",1,0,"[0.06, 1, -0.19999999999999998, 1.0833333333333355, False]"
"[0.06, 1, -0.19999999999999998, 1.0833333333333355, False]",1,0,"[0.06, 1, -0.19999999999999998, 1.0625000000000022, False]"
"[0.06, 1, -0.19999999999999998, 1.0625000000000022, False]",2,5,"[0.06, 1, -0.19999999999999998, 0.5625000000000022, False]"
"[0.06, 1, -0.19999999999999998, 0.5625000000000022, False]",1,0,"[0.06, 1, -0.19999999999999998, 0.5416666666666689, False]"
"[0.06, 1, -0.19999999999999998, 0.5416666666666689, False]",3,0,"[0.01, 1, -0.19999999999999998, 1.0416666666666687, False]"
"[0.01, 1, -0.19999999999999998, 1.0416666666666687, False]",1,0,"[0.02, 1, -0.19999999999999998, 1.0208333333333355, False]"
"[0.02, 1, -0.19999999999999998, 1.0208333333333355, False]",1,0,"[0.02, 1, -0.19999999999999998, 1.0000000000000022, False]"
"[0.02, 1, -0.19999999999999998, 1.0000000000000022, False]",1,0,"[0.03, 1, -0.19999999999999998, 0.9791666666666689, False]"
"[0.03, 1, -0.19999999999999998, 0.9791666666666689, False]",1,0,"[0.03, 1, -0.19999999999999998, 0.9583333333333355, False]"
"[0.03, 1, -0.19999999999999998, 0.9583333333333355, False]",1,0,"[0.03, 1, -0.19999999999999998, 0.9375000000000021, False]"
"[0.03, 1, -0.19999999999999998, 0.9375000000000021, False]",0,0,"[0.02, 1, -0.19999999999999998, 0.9583333333333355, False]"
"[0.02, 1, -0.19999999999999998, 0.9583333333333355, False]",1,0,"[0.03, 1, -0.19999999999999998, 0.9375000000000021, False]"
"[0.03, 1, -0.19999999999999998, 0.9375000000000021, False]",2,0,"[0.07, 1, -0.19999999999999998, 0.4375000000000021, False]"
"[0.07, 1, -0.19999999999999998, 0.4375000000000021, False]",1,0,"[0.07, 1, -0.19999999999999998, 0.4166666666666688, False]"
"[0.07, 1, -0.19999999999999998, 0.4166666666666688, False]",1,0,"[0.07, 1, -0.19999999999999998, 0.3958333333333355, False]"
"[0.07, 1, -0.19999999999999998, 0.3958333333333355, False]",1,0,"[0.07, 1, -0.19999999999999998, 0.37500000000000216, False]"
"[0.07, 1, -0.19999999999999998, 0.37500000000000216, False]",1,0,"[0.07, 1, -0.19999999999999998, 0.35416666666666885, False]"
"[0.07, 1, -0.19999999999999998, 0.35416666666666885, False]",1,0,"[0.07, 1, -0.19999999999999998, 0.33333333333333554, False]"
"[0.07, 1, -0.19999999999999998, 0.33333333333333554, False]",1,0,"[0.07, 1, -0.19999999999999998, 0.3125000000000022, False]"
"[0.07, 1, -0.19999999999999998, 0.3125000000000022, False]",4,0,"[0.07, 0, -0.19999999999999998, 0.3125000000000022, False]"
"[0.07, 0, -0.19999999999999998, 0.3125000000000022, False]",1,0,"[0.07, 0, -0.20833333333333331, 0.2916666666666689, False]"
"[0.07, 0, -0.20833333333333331, 0.2916666666666689, False]",1,0,"[0.07, 0, -0.21666666666666665, 0.2708333333333356, False]"
"[0.07, 0, -0.21666666666666665, 0.2708333333333356, False]",1,0,"[0.07, 0, -0.22499999999999998, 0.2500000000000023, False]"
"[0.07, 0, -0.22499999999999998, 0.2500000000000023, False]",1,0,"[0.07, 0, -0.2333333333333333, 0.22916666666666893, False]"
"[0.07, 0, -0.2333333333333333, 0.22916666666666893, False]",1,0,"[0.07, 0, -0.24166666666666664, 0.2083333333333356, False]"
"[0.07, 0, -0.24166666666666664, 0.2083333333333356, False]",1,0,"[0.07, 0, -0.24999999999999997, 0.18750000000000225, False]"
"[0.07, 0, -0.24999999999999997, 0.18750000000000225, False]",1,0,"[0.07, 0, -0.2583333333333333, 0.1666666666666689, False]"
"[0.07, 0, -0.2583333333333333, 0.1666666666666689, False]",0,5,"[0.02, 0, -0.24999999999999997, 0.18750000000000225, False]"
"[0.02, 0, -0.24999999999999997, 0.18750000000000225, False]",1,0,"[0.11, 0, -0.2583333333333333, 0.1666666666666689, False]"
"[0.11, 0, -0.2583333333333333, 0.1666666666666689, False]",1,0,"[0.11, 0, -0.26666666666666666, 0.14583333333333556, False]"
"[0.11, 0, -0.26666666666666666, 0.14583333333333556, False]",1,0,"[0.11, 0, -0.275, 0.12500000000000222, False]"
"[0.11, 0, -0.275, 0.12500000000000222, False]",1,0,"[0.11, 0, -0.2833333333333334, 0.10416666666666889, False]"
"[0.11, 0, -0.2833333333333334, 0.10416666666666889, False]",1,0,"[0.11, 0, -0.29166666666666674, 0.08333333333333556, False]"
"[0.11, 0, -0.29166666666666674, 0.08333333333333556, False]",1,0,"[0.11, 0, -0.3000000000000001, 0.06250000000000223, False]"
"[0.11, 0, -0.3000000000000001, 0.06250000000000223, False]",1,0,"[0.11, 0, -0.30833333333333346, 0.041666666666668906, False]"
"[0.11, 0, -0.30833333333333346, 0.041666666666668906, False]",4,0,"[0.11, 1, -0.30833333333333346, 0.041666666666668906, False]"
"[0.11, 1, -0.30833333333333346, 0.041666666666668906, False]",1,0,"[0.11, 1, -0.30833333333333346, 0.020833333333335573, False]"
"[0.11, 1, -0.30833333333333346, 0.020833333333335573, False]",1,0,"[0.11, 1, -0.30833333333333346, 2.2412627309620348e-15, False]"
"[0.11, 1, -0.30833333333333346, 2.2412627309620348e-15, False]",2,0,"[0.11, 1, -0.30833333333333346, -0.4999999999999978, False]"
"[0.11, 1, -0.30833333333333346, -0.4999999999999978, False]",1,0,"[0.11, 1, -0.30833333333333346, -0.5208333333333311, False]"
"[0.11, 1, -0.30833333333333346, -0.5208333333333311, False]",1,0,"[0.11, 1, -0.30833333333333346, -0.5416666666666645, False]"
"[0.11, 1, -0.30833333333333346, -0.5416666666666645, False]",1,0,"[0.11, 1, -0.30833333333333346, -0.5624999999999979, False]"
"[0.11, 1, -0.30833333333333346, -0.5624999999999979, False]",1,0,"[0.11, 1, -0.30833333333333346, -0.5833333333333313, False]"
"[0.11, 1, -0.30833333333333346, -0.5833333333333313, False]",1,0,"[0.11, 1, -0.30833333333333346, -0.6041666666666646, False]"
"[0.11, 1, -0.30833333333333346, -0.6041666666666646, False]",3,0,"[0.01, 1, -0.30833333333333346, -0.10416666666666463, False]"
"[0.01, 1, -0.30833333333333346, -0.10416666666666463, False]",1,0,"[0.02, 1, -0.30833333333333346, -0.12499999999999796, False]"
"[0.02, 1, -0.30833333333333346, -0.12499999999999796, False]",1,0,"[0.02, 1, -0.30833333333333346, -0.1458333333333313, False]"
"[0.02, 1, -0.30833333333333346, -0.1458333333333313, False]",1,0,"[0.03, 1, -0.30833333333333346, -0.16666666666666463, False]"
"[0.03, 1, -0.30833333333333346, -0.16666666666666463, False]",1,0,"[0.03, 1, -0.30833333333333346, -0.18749999999999797, False]"
"[0.03, 1, -0.30833333333333346, -0.18749999999999797, False]",1,0,"[0.03, 1, -0.30833333333333346, -0.20833333333333132, False]"
"[0.03, 1, -0.30833333333333346, -0.20833333333333132, False]",0,0,"[0.02, 1, -0.30833333333333346, -0.18749999999999797, False]"
"[0.02, 1, -0.30833333333333346, -0.18749999999999797, False]",4,0,"[0.02, 0, -0.30833333333333346, -0.18749999999999797, False]"
"[0.02, 0, -0.30833333333333346, -0.18749999999999797, False]",1,0,"[0.11, 0, -0.3166666666666668, -0.20833333333333132, False]"
"[0.11, 0, -0.3166666666666668, -0.20833333333333132, False]",1,0,"[0.12, 0, -0.3250000000000002, -0.22916666666666466, False]"
"[0.12, 0, -0.3250000000000002, -0.22916666666666466, False]",1,0,"[0.11, 0, -0.33333333333333354, -0.249999999999998, False]"
"[0.11, 0, -0.33333333333333354, -0.249999999999998, False]",2,0,"[0.36, 0, -0.5333333333333335, -0.749999999999998, False]"
"[0.36, 0, -0.5333333333333335, -0.749999999999998, False]",1,0,"[0.36, 0, -0.5416666666666669, -0.7708333333333314, False]"
"[0.36, 0, -0.5416666666666669, -0.7708333333333314, False]",1,0,"[0.36, 0, -0.5500000000000002, -0.7916666666666647, False]"
"[0.36, 0, -0.5500000000000002, -0.7916666666666647, False]",1,0,"[0.36, 0, -0.5583333333333335, -0.8124999999999981, False]"
"[0.36, 0, -0.5583333333333335, -0.8124999999999981, False]",1,0,"[0.36, 0, -0.5666666666666668, -0.8333333333333315, False]"
"[0.36, 0, -0.5666666666666668, -0.8333333333333315, False]",3,0,"[0.04, 0, -0.36666666666666675, -0.3333333333333315, False]"
"[0.04, 0, -0.36666666666666675, -0.3333333333333315, False]",0,5,"[0.07, 0, -0.3583333333333334, -0.31249999999999817, False]"
"[0.07, 0, -0.3583333333333334, -0.31249999999999817, False]",1,0,"[0.15, 0, -0.36666666666666675, -0.3333333333333315, False]"
"[0.15, 0, -0.36666666666666675, -0.3333333333333315, False]",1,0,"[0.15, 0, -0.3750000000000001, -0.3541666666666648, False]"
"[0.15, 0, -0.3750000000000001, -0.3541666666666648, False]",1,0,"[0.13, 0, -0.38333333333333347, -0.3749999999999981, False]"
"[0.13, 0, -0.38333333333333347, -0.3749999999999981, False]",1,0,"[0.14, 0, -0.39166666666666683, -0.3958333333333314, False]"
"[0.14, 0, -0.39166666666666683, -0.3958333333333314, False]",1,0,"[0.15, 0, -0.4000000000000002, -0.41666666666666474, False]"
"[0.15, 0, -0.4000000000000002, -0.41666666666666474, False]",0,5,"[0.06, 0, -0.39166666666666683, -0.3958333333333314, False]"
"[0.06, 0, -0.39166666666666683, -0.3958333333333314, False]",1,0,"[0.15, 0, -0.4000000000000002, -0.41666666666666474, False]"
"[0.15, 0, -0.4000000000000002, -0.41666666666666474, False]",1,0,"[0.18, 0, -0.40833333333333355, -0.43749999999999806, False]"
"[0.18, 0, -0.40833333333333355, -0.43749999999999806, False]",1,0,"[0.16, 0, -0.4166666666666669, -0.45833333333333137, False]"
"[0.16, 0, -0.4166666666666669, -0.45833333333333137, False]",1,0,"[0.17, 0, -0.42500000000000027, -0.4791666666666647, False]"
"[0.17, 0, -0.42500000000000027, -0.4791666666666647, False]",2,0,"[0.34, 0, -0.6250000000000002, -0.9791666666666647, False]"
"[0.34, 0, -0.6250000000000002, -0.9791666666666647, False]",1,0,"[0.34, 0, -0.6333333333333335, -0.9999999999999981, False]"
"[0.34, 0, -0.6333333333333335, -0.9999999999999981, False]",1,0,"[0.34, 0, -0.6416666666666668, -1.0208333333333315, False]"
"[0.34, 0, -0.6416666666666668, -1.0208333333333315, False]",1,0,"[0.34, 0, -0.6500000000000001, -1.0416666666666647, False]"
"[0.34, 0, -0.6500000000000001, -1.0416666666666647, False]",0,5,"[0.05, 0, -0.6416666666666668, -1.0208333333333315, False]"
"[0.05, 0, -0.6416666666666668, -1.0208333333333315, False]",1,0,"[0.21, 0, -0.6500000000000001, -1.0416666666666647, False]"
"[0.21, 0, -0.6500000000000001, -1.0416666666666647, False]",1,0,"[0.21, 0, -0.6583333333333334, -1.062499999999998, False]"
"[0.21, 0, -0.6583333333333334, -1.062499999999998, False]",1,0,"[0.21, 0, -0.6666666666666667, -1.0833333333333313, False]"
"[0.21, 0, -0.6666666666666667, -1.0833333333333313, False]",1,0,"[0.21, 0, -0.675, -1.1041666666666645, False]"
"[0.21, 0, -0.675, -1.1041666666666645, False]",1,0,"[0.21, 0, -0.6833333333333333, -1.1249999999999978, False]"
"[0.21, 0, -0.6833333333333333, -1.1249999999999978, False]",1,0,"[0.21, 0, -0.6916666666666667, -1.145833333333331, False]"
"[0.21, 0, -0.6916666666666667, -1.145833333333331, False]",2,0,"[0.21, 0, -0.8916666666666666, -1.645833333333331, False]"
"[0.21, 0, -0.8916666666666666, -1.645833333333331, False]",1,0,"[0.21, 0, -0.8999999999999999, -1.6666666666666643, False]"
"[0.21, 0, -0.8999999999999999, -1.6666666666666643, False]",1,0,"[0.21, 0, -0.9083333333333332, -1.6874999999999976, False]"
"[0.21, 0, -0.9083333333333332, -1.6874999999999976, False]",1,0,"[0.21, 0, -0.9166666666666665, -1.7083333333333308, False]"
"[0.21, 0, -0.9166666666666665, -1.7083333333333308, False]",1,0,"[0.21, 0, -0.9249999999999998, -1.729166666666664, False]"
"[0.21, 0, -0.9249999999999998, -1.729166666666664, False]",1,0,"[0.21, 0, -0.9333333333333331, -1.7499999999999973, False]"
"[0.21, 0, -0.9333333333333331, -1.7499999999999973, False]",1,0,"[0.21, 0, -0.9416666666666664, -1.7708333333333306, False]"
"[0.21, 0, -0.9416666666666664, -1.7708333333333306, False]",1,0,"[0.21, 0, -0.9499999999999997, -1.7916666666666639, False]"
"[0.21, 0, -0.9499999999999997, -1.7916666666666639, False]",1,0,"[0.21, 0, -0.958333333333333, -1.8124999999999971, False]"
"[0.21, 0, -0.958333333333333, -1.8124999999999971, False]",0,5,"[0.1, 0, -0.9499999999999997, -1.7916666666666639, False]"
"[0.1, 0, -0.9499999999999997, -1.7916666666666639, False]",1,0,"[0.22, 0, -0.958333333333333, -1.8124999999999971, False]"
"[0.22, 0, -0.958333333333333, -1.8124999999999971, False]",1,0,"[0.22, 0, -0.9666666666666663, -1.8333333333333304, False]"
"[0.22, 0, -0.9666666666666663, -1.8333333333333304, False]",1,0,"[0.22, 0, -0.9749999999999996, -1.8541666666666636, False]"
"[0.22, 0, -0.9749999999999996, -1.8541666666666636, False]",1,0,"[0.22, 0, -0.983333333333333, -1.874999999999997, False]"
"[0.22, 0, -0.983333333333333, -1.874999999999997, False]",1,0,"[0.22, 0, -0.9916666666666663, -1.8958333333333302, False]"
"[0.22, 0, -0.9916666666666663, -1.8958333333333302, False]",1,0,"[0.22, 0, -0.9999999999999996, -1.9166666666666634, False]"
"[0.22, 0, -0.9999999999999996, -1.9166666666666634, False]",4,0,"[0.22, 1, -0.9999999999999996, -1.9166666666666634, False]"
"[0.22, 1, -0.9999999999999996, -1.9166666666666634, False]",1,0,"[0.22, 1, -0.9999999999999996, -1.9374999999999967, False]"
"[0.22, 1, -0.9999999999999996, -1.9374999999999967, False]",0,0,"[0.04, 1, -0.9999999999999996, -1.9166666666666634, False]"
"[0.04, 1, -0.9999999999999996, -1.9166666666666634, False]",1,0,"[0.07, 1, -0.9999999999999996, -1.9374999999999967, False]"
"[0.07, 1, -0.9999999999999996, -1.9374999999999967, False]",1,0,"[0.07, 1, -0.9999999999999996, -1.95833333333333, False]"
"[0.07, 1, -0.9999999999999996, -1.95833333333333, False]",1,0,"[0.07, 1, -0.9999999999999996, -1.9791666666666632, False]"
"[0.07, 1, -0.9999999999999996, -1.9791666666666632, False]",1,0,"[0.07, 1, -0.9999999999999996, -1.9999999999999964, False]"
"[0.07, 1, -0.9999999999999996, -1.9999999999999964, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.02083333333333, False]"
"[0.07, 1, -0.9999999999999996, -2.02083333333333, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.0416666666666634, False]"
"[0.07, 1, -0.9999999999999996, -2.0416666666666634, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.062499999999997, False]"
"[0.07, 1, -0.9999999999999996, -2.062499999999997, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.0833333333333304, False]"
"[0.07, 1, -0.9999999999999996, -2.0833333333333304, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.104166666666664, False]"
"[0.07, 1, -0.9999999999999996, -2.104166666666664, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.1249999999999973, False]"
"[0.07, 1, -0.9999999999999996, -2.1249999999999973, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.145833333333331, False]"
"[0.07, 1, -0.9999999999999996, -2.145833333333331, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.1666666666666643, False]"
"[0.07, 1, -0.9999999999999996, -2.1666666666666643, False]",2,0,"[0.07, 1, -0.9999999999999996, -2.6666666666666643, False]"
"[0.07, 1, -0.9999999999999996, -2.6666666666666643, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.687499999999998, False]"
"[0.07, 1, -0.9999999999999996, -2.687499999999998, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.7083333333333313, False]"
"[0.07, 1, -0.9999999999999996, -2.7083333333333313, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.7291666666666647, False]"
"[0.07, 1, -0.9999999999999996, -2.7291666666666647, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.7499999999999982, False]"
"[0.07, 1, -0.9999999999999996, -2.7499999999999982, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.7708333333333317, False]"
"[0.07, 1, -0.9999999999999996, -2.7708333333333317, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.791666666666665, False]"
"[0.07, 1, -0.9999999999999996, -2.791666666666665, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.8124999999999987, False]"
"[0.07, 1, -0.9999999999999996, -2.8124999999999987, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.833333333333332, False]"
"[0.07, 1, -0.9999999999999996, -2.833333333333332, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.8541666666666656, False]"
"[0.07, 1, -0.9999999999999996, -2.8541666666666656, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.874999999999999, False]"
"[0.07, 1, -0.9999999999999996, -2.874999999999999, False]",0,0,"[0.04, 1, -0.9999999999999996, -2.8541666666666656, False]"
"[0.04, 1, -0.9999999999999996, -2.8541666666666656, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.874999999999999, False]"
"[0.07, 1, -0.9999999999999996, -2.874999999999999, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.8958333333333326, False]"
"[0.07, 1, -0.9999999999999996, -2.8958333333333326, False]",1,0,"[0.07, 1, -0.9999999999999996, -2.916666666666666, False]"
"[0.07, 1, -0.9999999999999996, -2.916666666666666, False]",2,0,"[0.07, 1, -0.9999999999999996, -3.416666666666666, False]"
"[0.07, 1, -0.9999999999999996, -3.416666666666666, False]",0,0,"[0.04, 1, -0.9999999999999996, -3.3958333333333326, False]"
"[0.04, 1, -0.9999999999999996, -3.3958333333333326, False]",1,0,"[0.07, 1, -0.9999999999999996, -3.416666666666666, False]"
"[0.07, 1, -0.9999999999999996, -3.416666666666666, False]",1,0,"[0.07, 1, -0.9999999999999996, -3.4374999999999996, False]"
"[0.07, 1, -0.9999999999999996, -3.4374999999999996, False]",0,0,"[0.04, 1, -0.9999999999999996, -3.416666666666666, False]"
"[0.04, 1, -0.9999999999999996, -3.416666666666666, False]",3,5,"[0.01, 1, -0.9999999999999996, -2.916666666666666, False]"
"[0.01, 1, -0.9999999999999996, -2.916666666666666, False]",1,0,"[0.02, 1, -0.9999999999999996, -2.9374999999999996, False]"
"[0.02, 1, -0.9999999999999996, -2.9374999999999996, False]",0,0,"[0.01, 1, -0.9999999999999996, -2.916666666666666, False]"
"[0.01, 1, -0.9999999999999996, -2.916666666666666, False]",1,0,"[0.02, 1, -0.9999999999999996, -2.9374999999999996, False]"
"[0.02, 1, -0.9999999999999996, -2.9374999999999996, False]",2,0,"[0.07, 1, -0.9999999999999996, -3.4374999999999996, False]"
"[0.07, 1, -0.9999999999999996, -3.4374999999999996, False]",1,0,"[0.07, 1, -0.9999999999999996, -3.458333333333333, False]"
"[0.07, 1, -0.9999999999999996, -3.458333333333333, False]",1,0,"[0.07, 1, -0.9999999999999996, -3.4791666666666665, False]"
"[0.07, 1, -0.9999999999999996, -3.4791666666666665, False]",1,0,"[0.07, 1, -0.9999999999999996, -3.5, False]"
"[0.07, 1, -0.9999999999999996, -3.5, False]",2,0,"[0.07, 1, -0.9999999999999996, -4.0, False]"
"[0.07, 1, -0.9999999999999996, -4.0, False]",1,0,"[0.07, 1, -0.9999999999999996, -4.020833333333333, False]"
"[0.07, 1, -0.9999999999999996, -4.020833333333333, False]",4,0,"[0.07, 0, -0.9999999999999996, -4.020833333333333, False]"
"[0.07, 0, -0.9999999999999996, -4.020833333333333, False]",1,0,"[0.07, 0, -1.0083333333333329, -4.041666666666666, False]"
"[0.07, 0, -1.0083333333333329, -4.041666666666666, False]",1,0,"[0.07, 0, -1.0166666666666662, -4.062499999999999, False]"
"[0.07, 0, -1.0166666666666662, -4.062499999999999, False]",4,0,"[0.07, 1, -1.0166666666666662, -4.062499999999999, False]"
"[0.07, 1, -1.0166666666666662, -4.062499999999999, False]",1,0,"[0.07, 1, -1.0166666666666662, -4.083333333333332, False]"
"[0.07, 1, -1.0166666666666662, -4.083333333333332, False]",2,0,"[0.07, 1, -1.0166666666666662, -4.583333333333332, False]"
"[0.07, 1, -1.0166666666666662, -4.583333333333332, False]",1,0,"[0.07, 1, -1.0166666666666662, -4.604166666666665, False]"
"[0.07, 1, -1.0166666666666662, -4.604166666666665, False]",1,0,"[0.07, 1, -1.0166666666666662, -4.624999999999998, False]"
"[0.07, 1, -1.0166666666666662, -4.624999999999998, False]",1,0,"[0.07, 1, -1.0166666666666662, -4.645833333333331, False]"
"[0.07, 1, -1.0166666666666662, -4.645833333333331, False]",1,0,"[0.07, 1, -1.0166666666666662, -4.666666666666664, False]"
