epoch,average_reward,average_q_value
0,0.047200000000000006,-0.025775809279259515
1,0.08040000000000001,-0.02729344293475151
2,0.0252,-0.03341673780232668
3,0.08960000000000001,-0.03746159613132477
4,0.0444,-0.04357377752661705
5,0.0328,-0.04372796460986137
6,0.1436,-0.03514187607914209
7,0.09960000000000001,-0.03280147183686495
8,0.2676,-0.036184358224272725
9,0.2048,-0.03823684461414814
10,0.0824,-0.0385280941799283
11,0.1452,-0.03328643541783095
12,0.1784,-0.031116837449371815
13,0.0664,-0.030264588817954064
14,0.068,-0.024470974933356048
15,0.11200000000000002,-0.02093272720463574
16,0.012000000000000002,-0.015258356834528967
17,0.051199999999999996,-0.009528685458935798
18,0.1088,-0.003987070343428058
19,0.1204,0.001275433471892029
20,0.14160000000000003,0.003947642866987735
21,0.038400000000000004,0.006815035660983995
22,0.0236,0.010296853134641425
23,0.0616,0.012001511096023022
24,0.0824,0.009207358467392623
25,0.0412,0.009293693272047676
26,0.1408,0.009438786029350013
27,0.0748,0.008662901062052697
28,0.0184,0.005196719537780154
29,0.11080000000000002,0.005232165581837762
30,0.004,0.00209484323131619
31,0.06520000000000001,0.0004134182451525703
32,0.058800000000000005,-0.0007815553434193135
33,0.0552,-0.0034273934550583364
34,0.022000000000000002,-0.0052605956268962474
35,0.0536,-0.0024426136842521373
36,0.08440000000000002,-0.006024387785510043
37,0.0508,-0.0068325670984995665
38,0.0932,-0.007408702658431139
39,0.05,-0.0065610356535762545
40,0.0576,-0.007983804742107168
41,0.016,-0.009855103873414919
42,0.08600000000000002,-0.011898549403995276
43,0.0748,-0.014142000300053041
44,0.17199999999999996,-0.012994564169566729
45,0.016,-0.017298185992985965
46,0.09120000000000003,-0.013807409642613493
47,0.06640000000000001,-0.014336347456555813
48,0.028000000000000004,-0.013526438422268257
49,0.038,-0.01641863099881448
50,0.05920000000000001,-0.013430974516668357
51,0.047200000000000006,-0.01515088480344275
52,0.06559999999999999,-0.013068569070892409
53,0.0588,-0.010888975073467009
54,0.0604,-0.008092178458464333
55,0.05920000000000001,-0.008101426764042116
56,0.0404,-0.005224088299291907
57,0.047200000000000006,-0.005927083978313021
58,0.035199999999999995,-0.0001861557285883464
59,0.0364,-0.004217918884654752
60,0.0768,-0.00950097888795426
61,0.2836,-0.009929283510209642
62,0.066,-0.006861099295638269
63,0.018799999999999997,-0.007986347746482351
64,0.5868,-0.008003404488263186
65,0.004,-0.010469087933088303
66,0.4244000000000001,-0.01285392946912907
67,0.25279999999999997,-0.014193210848607123
68,0.2052,-0.014956600368022918
69,0.22319999999999993,-0.012141844109864906
70,0.28559999999999997,-0.014361874274909496
71,0.11320000000000001,-0.01740600079414435
72,0.0152,-0.015086083610076456
73,0.012000000000000002,-0.017261366927996277
74,0.047599999999999996,-0.013714413247071207
75,0.0,-0.017726542829477693
76,0.041999999999999996,-0.016374262003228068
77,0.0,-0.01681338331953157
78,0.0252,-0.020085762785747648
79,0.018799999999999997,-0.017351455942261965
80,0.2192,-0.018772117308892156
81,0.0,-0.01824913637712598
82,0.9,-0.019843738502347653
83,0.0,-0.019857974760234355
84,0.0656,-0.018837044513202273
85,0.0,-0.02056970965117216
86,0.0172,-0.021068781218491494
87,0.0192,-0.02132665103767067
88,0.004,-0.01914113407721743
89,0.022400000000000003,-0.018245714004151523
90,0.015600000000000001,-0.01999987840652466
91,0.0368,-0.019232575294599697
92,0.006400000000000001,-0.019584255213849246
93,0.0,-0.02073712301440537
94,0.018799999999999997,-0.020656338734552263
95,0.0,-0.021233969735912978
96,0.0,-0.021485399305820465
97,0.0,-0.023464848343282937
98,0.0,-0.023152103580650875
99,0.018000000000000002,-0.020294664343819022
100,0.0,-0.020116843262221663
101,0.0,-0.019440637786756268
102,0.0,-0.024492785166949034
103,0.0,-0.023483962994068863
104,0.0,-0.022316735670901835
105,0.0,-0.021213566394580993
106,0.0,-0.0236751919798553
107,0.1,-0.025598797462880612
108,0.0184,-0.02443608457222581
109,0.0,-0.02413690003566444
110,0.0,-0.025224617989733814
111,0.0,-0.025442007556557657
112,0.0,-0.02630316898226738
113,0.0,-0.025280511984601618
114,0.0,-0.024497081181034445
115,0.0148,-0.02663531616330147
116,0.0,-0.02629811327904463
117,0.0,-0.026857397975210025
118,1.9,-0.0271491014957428
119,0.5,-0.027533819321542977
120,1.3,-0.02786992537789047
121,0.0,-0.026131332274526357
122,0.0,-0.028571173287928103
123,0.6,-0.02827422386035323
124,0.0,-0.028364670034497975
125,0.3188,-0.02633612680248916
