epoch,average_reward,average_q_value
0,-0.10239999999999999,-0.019247044644811574
1,0.0764,-0.018531310483813287
2,-0.042,-0.019568233123543312
3,0.17679999999999998,-0.017304626200348137
4,-0.1048,-0.01232336224988103
5,0.348,-0.010656256787478923
6,0.1568,-0.009971305131912231
7,-0.064,-0.011706679482012988
8,0.1,-0.012869457844644785
9,0.0472,-0.013468308222233032
10,0.27840000000000004,-0.013085577338933944
11,0.0788,-0.011193478889763355
12,-0.3612,-0.008299215140286833
13,-0.026400000000000007,-0.006800905417185277
14,-0.34,-0.00430596720892936
15,-0.38079999999999997,-0.002349701623315923
16,-0.4808,-0.0006767555187252583
17,-0.40120000000000006,0.0007098128599682241
18,-0.40159999999999996,0.0031499670696211977
19,-0.18,0.005883728184271604
20,-0.4216,0.007435799251543358
21,0.0196,0.0094173097377643
22,0.0,0.010534197692759335
23,0.018799999999999997,0.013764685224741698
24,-0.78,0.015117369103245437
25,-0.6024,0.01823855970054865
26,0.0,0.020712466072291137
27,0.0,0.020776469614356755
28,-0.94,0.022999747712165116
29,-0.56,0.02543028097599745
30,0.0,0.02674124877899885
31,0.0196,0.029883892647922038
32,0.0,0.030857758708298207
33,0.0,0.03214876607060432
34,0.0,0.03397970072925091
35,0.039599999999999996,0.037095534913241864
36,0.0192,0.03857482850551605
37,-0.8,0.04001206666231155
38,-0.56,0.04220833379775286
39,0.0,0.04404377214610577
40,-0.1216,0.04664177298545837
41,-1.0,0.04553143665194512
42,-1.0,0.04808654129505158
43,-0.96,0.050431188680231574
44,-0.34,0.055091727748513224
45,-1.0,0.05413535587489605
46,-0.32,0.05532668828964234
47,-0.14,0.058602945283055305
48,0.1,0.05580391567580554
49,0.5,0.051199291965791156
50,0.22,0.051572397202253345
51,0.5,0.04927168257534504
52,0.5,0.04738495919853449
53,0.48,0.04575972855091095
54,0.48,0.04505394745618105
55,0.5,0.04387546915560961
56,0.44,0.04427627738565207
57,0.5,0.03997055780142546
58,0.5,0.04267767444252968
59,0.0,0.03845631068914521
60,0.018799999999999997,0.04089510940015316
61,0.16,0.03768910277634859
62,0.48,0.034954758910462264
63,0.48,0.03854249007999897
64,0.48,0.036538945129141215
65,0.48,0.03456782914698124
66,0.45879999999999993,0.034076084429398176
67,0.5,0.035419622138142585
68,0.5,0.033184806555509566
69,0.52,0.031906237322837115
70,0.48,0.032300350237637755
71,0.46,0.03136210775002837
72,0.52,0.032278677895665166
73,0.5,0.031525887716561556
74,0.4,0.029094812478870153
75,0.28,0.029452791679650547
76,0.48,0.030749815925955774
77,0.44,0.02938649436458945
78,0.47879999999999995,0.025811318922787905
79,0.4,0.029091895321325865
80,0.5,0.026621724544093013
81,0.5,0.02673012612387538
82,0.48,0.026977107543498278
83,0.5,0.027059366572648288
84,0.5,0.026915317717939615
85,0.5,0.02407326765358448
86,0.5,0.025699388571083545
87,0.5,0.026105577265843748
88,0.5,0.02730876885354519
89,0.46,0.023135189339518546
90,0.5,0.02584070824086666
91,0.48,0.025106540219858288
92,0.47879999999999995,0.022420211657881738
93,0.5,0.023565580337308347
94,0.46,0.024856533985584975
95,0.48,0.02319304912118241
96,0.48,0.025026362407952547
97,0.44,0.020418544076383115
98,0.46,0.023136845510452985
99,0.46,0.023644688930362465
100,0.45880000000000004,0.024046868281438948
