epoch,average_reward,average_q_value
198,-0.92,-1.4917267489433288
199,-0.0032000000000000006,-1.5256331491470336
200,0.0364,-1.501312370300293
201,0.0,-1.5110474276542663
202,-0.86,-1.507979440689087
203,-1.0,-1.529184730052948
204,-0.94,-1.506047021150589
205,-1.0,-1.4827756679058075
206,-0.18,-1.5216495168209077
207,0.0192,-1.5370245122909545
208,-0.16,-1.5056416082382202
209,-1.0,-1.4857122266292573
210,-1.0,-1.5654178190231323
211,-0.66,-1.509942501783371
212,-0.58,-1.5340593671798706
213,-0.76,-1.522613626718521
214,-0.94,-1.561200876235962
215,-0.68,-1.5100252962112426
216,-0.48,-1.5045314633846283
217,-0.76,-1.4971819567680358
218,-0.92,-1.471680817604065
219,-0.48,-1.5456518602371216
220,-0.32280000000000003,-1.4998666262626648
221,-0.4,-1.5149348258972168
222,0.0,-1.505673520565033
223,0.0,-1.5381498003005982
224,-0.58,-1.559685091972351
225,0.037599999999999995,-1.5762505698204041
226,0.0,-1.4826475882530212
227,-0.56,-1.5581850385665894
228,-0.94,-1.5457141077518464
229,-0.96,-1.5958605110645294
230,-0.96,-1.5782218623161315
231,-0.1812,-1.557172453403473
232,0.0,-1.5581710195541383
233,-0.58,-1.5260346674919127
234,-0.96,-1.6115840935707093
235,-0.76,-1.599828441143036
236,-0.32,-1.6240049862861634
237,0.0,-1.6328204607963561
238,0.0,-1.6498199677467347
239,-0.30479999999999996,-1.6276982402801514
240,0.0,-1.654682331085205
241,0.0,-1.5934005975723267
242,0.0196,-1.6324141669273375
243,-0.92,-1.6486888313293457
244,-0.92,-1.6540003442764282
245,-0.5808,-1.6033137893676759
246,0.0,-1.638307192325592
247,0.0,-1.6438237261772155
248,0.04,-1.6865140461921693
249,0.0,-1.6661017990112306
250,0.0392,-1.6716774654388429
251,-0.5604,-1.6677570152282715
